ez-bar curl,https://www.bodybuilding.com/exercises/ez-bar-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/2020-xdb-46s-standing-ez-bar-curl-m1-crop-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/biceps,biceps,https://www.bodybuilding.com/exercises/equipment/ez-curl-bar,e-z curl bar
olympic squat,https://www.bodybuilding.com/exercises/olympic-squat-,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,barbell
natural glute ham raise,https://www.bodybuilding.com/exercises/natural-glute-ham-raise,,,https://www.bodybuilding.com/exercises/muscle/hamstrings,hamstrings,https://www.bodybuilding.com/exercises/equipment/body-only,body only
axle deadlift,https://www.bodybuilding.com/exercises/axle-deadlift,,,https://www.bodybuilding.com/exercises/muscle/lower-back,lower back,https://www.bodybuilding.com/exercises/equipment/other,other
zottman curl,https://www.bodybuilding.com/exercises/zottman-curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,biceps,https://www.bodybuilding.com/exercises/finder,dumbbell
glute ham raise-,https://www.bodybuilding.com/exercises/floor-glute-ham-raise,,,https://www.bodybuilding.com/exercises/muscle/hamstrings,hamstrings,https://www.bodybuilding.com/exercises/equipment/none,body only
single-arm lateral raise,https://www.bodybuilding.com/exercises/one-arm-side-laterals,,,https://www.bodybuilding.com/exercises/muscle/shoulders,shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,dumbbell
power partials,https://www.bodybuilding.com/exercises/power-partials,,,https://www.bodybuilding.com/exercises/muscle/shoulders,shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,dumbbell
leverage shrug,https://www.bodybuilding.com/exercises/leverage-shrug,https://www.bodybuilding.com/exercises/exerciseImages/sequences/898/Male/m/898_1.jpg,https://www.bodybuilding.com/images/2020/xdb/898_2.jpg,https://www.bodybuilding.com/exercises/muscle/traps,traps,https://www.bodybuilding.com/exercises/equipment/machine,machine
cable v-bar push-down,https://www.bodybuilding.com/exercises/triceps-pushdown-v-bar-attachment,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-17c-cable-v-bar-push-down-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-17c-cable-v-bar-push-down-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,triceps,https://www.bodybuilding.com/exercises/equipment/cable,cable
